image-0.png,0.02,0,769,0.03,0,1584
image-100.png,0.20,0,29016,0.31,0,19890
image-101.png,0.35,0,9464,0.40,0,9658
image-102.png,0.15,0,15578,0.24,0,10335
image-103.png,0.10,0,7182,0.16,0,7268
image-104.png,0.65,0,41300,1.04,0,45690
image-105.png,0.14,0,4374,0.17,0,4476
image-106.png,1.07,0,89100,1.60,0,94867
image-107.jpg,1.08,0,87770,1.57,0,95305
image-108.jpg,1.83,0,108208,2.04,0,121917
image-109.jpg,1.45,0,154975,1.91,0,162476
image-10.jpg,0.11,0,7848,0.16,0,7787
image-110.jpg,3.23,0,316285,4.92,0,348929
image-111.jpg,0.50,0,55300,0.67,0,55202
image-112.jpg,0.59,0,83014,0.80,0,82738
image-113.jpg,0.53,0,72542,0.72,0,72249
image-114.jpg,0.81,0,51999,1.07,0,51823
image-115.png,0.72,0,27393,1.02,0,30063
image-116.jpg,0.84,0,47757,0.98,0,47500
image-117.png,0.81,0,56765,1.29,0,63925
image-11.jpg,0.15,0,5010,0.20,0,5054
image-120.jpg,0.53,0,73585,0.76,0,73479
image-121.jpg,0.52,0,65431,0.78,0,65304
image-123.jpg,0.54,0,78364,0.71,0,78242
image-126.png,0.92,0,67664,1.35,0,74831
image-129.jpg,0.70,0,29356,0.85,0,33408
image-12.jpg,0.13,0,8224,0.19,0,8175
image-130.png,1.15,0,27989,1.32,0,31778
image-131.jpg,0.54,0,79202,0.74,0,79143
image-132.png,0.69,0,31535,0.85,0,33902
image-133.jpg,0.36,0,16730,0.60,0,19192
image-134.png,1.59,0,59433,1.70,0,67317
image-135.jpg,0.30,0,7290,0.45,0,20482
image-136.png,1.06,0,11840,1.13,0,13737
image-137.jpg,0.83,0,23973,0.99,0,23958
image-138.jpg,0.11,0,6558,0.16,0,6514
image-139.jpg,0.18,0,7024,0.22,0,6991
image-13.jpg,0.43,0,28279,0.59,0,28392
image-140.png,0.57,0,33341,0.89,0,35400
image-144.jpg,0.67,0,12228,0.83,0,12289
image-145.jpg,0.09,0,5517,0.15,0,5523
image-146.jpg,1.69,0,99761,1.96,0,102070
image-148.png,0.29,0,21946,0.52,0,25211
